No,施設名,〒,所在地1,所在地2,℡,開　 設 年月日,解説者,管理者,内科,呼吸器内科,循環器内科,消化器内科,腎臓内科,神経内科,糖尿病内科,血液内科,皮膚科,アレルギー科,リウマチ科,感染症内科,小児科,精神科,心療内科,外科,呼吸器外科,循環器外科,乳腺外科,気管食道外科,消化器外科,泌尿器科,肛門外科,脳神経外科,整形外科,形成外科,美容外科,眼科,耳鼻咽喉科,小児外科,産婦人科,産科,婦人科,リハビリテーション科,放射線科,麻酔科,病理診断科,臨床検査科,救急科,一般病床,療養病床,計,備考,歯科標榜,緯度,経度
1013,あきはクリニック,956-0031,新潟市　秋葉区,新津5149番地11 ,0250-47-8727,令和2年4月17日,医療法人社団　五惠会,坪井　清孝,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.846748,138.913452
1014,あきば眼科クリニック,950-0054,新潟市　東区,秋葉1丁目6番46号,025-256-7010,平成22年2月19日,臼井　知聡,臼井　知聡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.922520,139.043152
1015,あさがおクリニック,950-2042,新潟市　西区,坂井952-3 ,025-260-2222,令和4年4月1日,丸山　佳重,丸山　佳重,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.922520,139.043152
1016,あじさい耳鼻科・アレルギー科クリニック,950-0082,新潟市　中央区,東万代町9番38号,025-240-3500,令和1年5月7日,髙橋　淑子,髙橋　淑子,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.917324,139.062622
1017,あずみクリニック,950-0951,新潟市　中央区,鳥屋野2丁目5番23号 ,025-288-1211,令和4年4月6日,医療法人社団　信生会　,安住　基,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.928699,139.203247
1018,あべ内科クリニック,950-0942,新潟市　中央区,小張木2丁目13番30号,025-283-4766,平成25年11月1日,医療法人社団阿部医院,阿部　晃,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,代謝内科,,37.942551,139.089264
1019,あらい眼科,950-3321,新潟市　北区,葛塚4371,025-388-7701,平成25年5月1日,医療法人社団　仁悠会　,荒井　紳一,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.922520,139.043152
1020,いがらし内科医院,950-0053,新潟市　東区,宝町1番12号,025-274-2001,平成4年4月19日,五十嵐　英夫,五十嵐　英夫,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"呼吸器科,胃腸科",,37.913540,139.221603
1021,いしおか耳鼻咽喉科クリニック,950-0905,新潟市　中央区,天神尾1丁目16番9号,025-240-3050,令和5年6月1日,医療法人社団　白雪会,石岡　孝二郎,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.913540,139.221603
1022,いしざか整形外科クリニック,950-3322,新潟市　北区,嘉山2196番地2 ,025-388-1154,令和2年11月21日,医療法人社団　いしざか整形外科クリニック,石坂　眞樹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,37.874226,138.971970
1023,いぬかい耳鼻科クリニック,950-3327,新潟市　北区,石動1丁目16番8号,025-384-3311,平成24年4月1日,医療法人社団いぬかい耳鼻科クリニック,犬飼　賢也,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.867638,139.094009
1024,医療法人社団映仁会新潟青山アイクリニック,950-2002,新潟市　西区,青山2丁目5番1号ｲｵﾝ新潟青山店2F,025-210-5525,平成31年4月1日,医療法人社団映仁会,川野　敏夫,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.922520,139.043152
1025,医療法人社団広域白報会　　かめだ在宅診療所,950-0127,新潟市　江南区,諏訪1丁目2番7号,025-250-6501,令和2年3月16日,医療法人社団　広域白報会,窪田　健児,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.760490,138.889282
1026,医療法人社団上伸会東京上野クリニック新潟医院,950-0086,新潟市　中央区,花園1丁目3番2号 IMAﾋﾞﾙⅡ6階,025-241-4000,平成30年11月23日,医療法人社団上伸会,河村　悦宏,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,性感染症内科,,37.839237,139.062088
1027,いわむろ透析クリニック,953-0103,新潟市　西蒲区,橋本1013番地1,0256-82-0035,平成26年7月14日,一般社団法人新潟県労働衛生医学協会,上村　旭,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,人工透析内科（腎臓内科）,,37.788528,139.114609
1028,うえの内科・外科クリニック,950-1141,新潟市　江南区,鐘木579番地2,025-280-0808,平成16年12月1日,上野　光夫,上野　光夫,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,血管外科,,37.924778,139.092606
1029,うさみ内科クリニック,956-0023,新潟市　秋葉区,美幸町2丁目3番20号,0250-24-8776,平成17年10月1日,医療法人社団うさみ内科クリニック,宇佐美　明男,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.883404,139.078735
1030,えきまえクリニック内科はやし医院,950-0824,新潟市　東区,中島2丁目1番46号,025-277-7890,平成17年4月1日,医療法人社団恒心会,林　浩司,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"呼吸器科、循環器科,消化器科",,37.925709,139.041519
1031,ＥＭＭＡ　ＣＬＩＮＩＣ,950-0088,新潟市　中央区,万代1丁目3-10 万代Jﾋﾞﾙﾃﾞｨﾝｸﾞ5階,025-240-5570,令和4年10月1日,医療法人　ＥＭＭＡ,深江　邦彦,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.915562,139.056366
1032,エミナルクリニック新潟院,950-0088,新潟市　中央区,万代1丁目1-26 万代ﾋﾞﾙ3F3階･4階,025-383-6859,令和6年2月1日,医療法人笑成会,平田　康三郎,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,美容皮膚科,,37.916782,139.057480
1033,エンゼルマザークリニック,950-0962,新潟市　中央区,出来島1丁目5番15号,025-281-1103,平成10年9月1日,医療法人社団幸羽会,大桃　幸夫,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,19,,,37.924778,139.092606
1034,近江わたなべクリニック,950-0971,新潟市　中央区,近江3丁目5番5号,025-250-7656,平成30年4月9日,渡辺　律雄,渡辺　律雄,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.760490,138.889282
1035,おおかわクリニック,950-0862,新潟市　東区,竹尾2丁目19番5号,025-270-1222,平成23年10月1日,医療法人社団おおかわクリニック,大川　彰,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,胃腸内科,,37.922520,139.043152
1036,おおくら耳鼻科,953-0041,新潟市　西蒲区,巻甲4650番地1,0256-73-1033,平成19年4月1日,医療法人社団大倉耳鼻咽喉科,大倉　隆弘,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.913540,139.221603
1037,おおつかこどもクリニック,950-0971,新潟市中央区,近江3丁目1番45号 ,025-283-0025,令和5年11月1日,医療法人　彩佑会,大塚　岳人,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.867638,139.094009
1038,おおつか内科クリニック,950-3306,新潟市　北区,内島見2514番地1,025-388-1313,平成17年4月27日,大塚　富雄,大塚　富雄,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"循環器科,呼吸器科",,37.765800,139.019165
1039,おおむら内科クリニック,950-0151,新潟市　江南区,亀田四ﾂ興野2丁目6番27号,025-381-2121,平成8年2月1日,医療法人社団おおむら内科クリニック,根本　万里子,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"消化器科,循環器科",,37.880913,139.080048
1040,おおや整形外科医院,950-1213,新潟市　南区,能登2丁目10番4号,025-373-5333,平成14年7月1日,大矢　淳史,大矢　淳史,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,37.922520,139.043152
1041,おがた医院,951-8154,新潟市　中央区,堀割町3番3号,025-266-4702,平成25年10月1日,小形　雅子,小形　雅子,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,37.874226,138.971970
1042,おかむら内科下町クリニック,951-8016,新潟市　中央区,田町1丁目3239-1,025-226-7712,令和1年10月1日,医療法人社団ＫＯＭ,岡村　和気,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.931789,139.052765
1043,おぐま整形外科クリニック,950-2023,新潟市　西区,小新5丁目8番9号,025-234-2014,平成28年6月1日,医療法人社団　おぐま整形外科クリニック,小熊　雄二郎,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,37.885746,139.048141
1044,おくむら整形外科医院,950-0916,新潟市　中央区,米山5丁目9番12号,025-248-8000,平成15年3月31日,医療法人社団おくむら整形外科,奥村　博,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,37.904579,139.056427
1045,桶谷耳鼻科クリニック,951-8063,新潟市　中央区,古町通10番町1711番地3,025-222-7826,平成23年9月1日,医療法人社団悠和会,本間　悠介,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.927635,139.046326
1046,おのクリニック,950-0911,新潟市　中央区,笹口3番21号,025-290-3131,平成24年10月1日,医療法人社団　脳外科・神経内科おのクリニック,小野　晃嗣,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,脳外科,,37.924778,139.092606
1047,おひさま・こどもクリニック,950-0945,新潟市　中央区,女池上山2丁目14番30号,025-290-0130,平成19年11月1日,冠木　直之,冠木　直之,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.788528,139.114609
1048,介護老人福祉施設つしまの郷医務室,950-0801,新潟市　東区,津島屋7丁目1番地1,025-279-3555,平成31年4月1日,社会福祉法人　彩のかけはし,水戸　將郎,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.874226,138.971970
1049,かえつクリニック,956-0836,新潟市　秋葉区,新津東町3丁目4番28号,0250-22-5888,令和1年9月1日,社会医療法人新潟勤労者医療協会,岡田　節朗,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"胃腸内科,代謝内科",,37.867638,139.094009
1050,かつうみ皮膚科医院,950-2001,新潟市　西区,浦山3丁目3番4号,025-232-6555,平成10年5月11日,勝海　薫,勝海　薫,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.903759,139.002823
1051,かとう心療内科クリニック,950-0121,新潟市　江南区,亀田向陽1丁目3番35号,025-382-0810,平成19年10月1日,加藤　佳彦,加藤　佳彦,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,神経科,,37.890804,139.099838
1052,かない泌尿器科クリニック,950-1115,新潟市　西区,鳥原206-8,025-201-8002,平成22年8月10日,金井　利雄,金井　利雄,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.889229,139.022903
1053,かねこ耳鼻科,950-0012,新潟市　東区,有楽1丁目8番2号,025-279-3387,平成14年4月15日,金子　真奈美,金子　真奈美,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.867638,139.094009
1054,かみところ女性クリニック,950-0993,新潟市中央区,上所中1丁目12番14号,025-283-6611,令和6年3月5日,能仲　太郎,能仲　太郎,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,37.890743,138.970764
1055,かめだ泌尿器科クリニック,950-0121,新潟市　江南区,亀田向陽3丁目2番29号,025-385-8500,平成30年5月1日,医療法人社団新井医院,新井　啓,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.880913,139.080048
1056,カメリアクリニック,950-2074,新潟市　西区,真砂2丁目2番5号,025-311-5050,平成27年5月26日,五十嵐　幸絵,五十嵐　幸絵,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.922520,139.043152
1057,かわうちクリニック,950-0941,新潟市　中央区,女池6丁目1番5号,025-283-7800,平成13年4月6日,河内　卓,河内　卓,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,37.893719,139.045197
1058,かわさきこどもクリニック,950-0941,新潟市　中央区,女池4丁目19番10号,025-281-8700,平成18年4月1日,医療法人社団かわさきこどもクリニック,川﨑　琢也,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.895386,139.037430
1059,かわちクリニック,950-0086,新潟市　中央区,花園1丁目4番3号ｱﾊﾟｶﾞｰﾃﾞﾝﾌﾟﾚｲｽ新潟駅202号,025-248-1030,平成13年4月2日,河内　博子,河内　博子,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"児童精神科,小児心療内科",,37.913380,139.062759
1060,きくち内科医院,950-0941,新潟市　中央区,女池4丁目19番2号,025-281-5611,平成17年10月11日,菊地　正俊,菊地　正俊,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,循環器科,,37.924778,139.092606
1061,きしもと医院,950-0953,新潟市　中央区,大島172番地65,025-290-0055,平成19年4月1日,医療法人社団きしもと医院,岸本　道美,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.896938,139.135223
1062,きど皮ふ科,950-0872,新潟市　東区,牡丹山1丁目5番12号10,025-273-4112,平成19年5月1日,医療法人きど皮ふ科,木戸　学,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,美容皮膚科,,37.916706,139.089371
1063,木村皮ふ科クリニック,950-0121,新潟市　江南区,亀田向陽3丁目15番18号,025-382-0888,令和5年3月7日,木村  浄土,木村　浄土,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.880943,139.108063
1064,きんとう整形外科クリニック,950-0036,新潟市　東区,空港西1丁目19番5号,025-272-8800,平成19年4月1日,医療法人社団きんとう整形外科クリニック,金藤　直樹,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,37.874226,138.971970
1065,くらしま内科クリニック,950-1142,新潟市　江南区,楚川甲180番地,025-280-7100,平成9年2月7日,倉島　賢二,倉島　賢二,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.874226,138.971970
1066,クララクリニック,950-2002,新潟市　西区,青山7丁目3番20号3 ,025-232-4134,令和2年5月1日,医療法人社団　クララクリニック,八木澤　久美子,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.899563,138.993820
1067,くろさき眼科,950-1101,新潟市　西区,山田590番地3,025-370-7577,平成19年8月23日,安部　達也,安部　達也,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.939110,139.057404
1068,くろさき心のクリニック,950-1101,新潟市　西区,山田645ｰ3 ,025-378-3696,令和4年10月19日,信田 慶太,信田 慶太,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.939110,139.057404
1069,くわな内科クリニック,951-8146,新潟市　中央区,有明大橋町3丁目30番地 ,025-232-1700,令和3年8月24日,桑名　謙治,桑名　謙治,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.867638,139.094009
1070,けやき通りクリニック,950-0916,新潟市　中央区,米山1丁目9番30号,025-243-0811,平成22年7月1日,医療法人けやき通りクリニック,遠藤　耕太郎,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,脳神経内科,,37.874226,138.971970
1071,こうなんｆａｍｉｌｙクリニック,950-0162,新潟市　江南区,亀田大月2丁目4番38号1 ,025-250-6407,令和4年12月15日,医療法人社団　眞結会,藤澤　正宏,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,○,37.760490,138.889282
1072,こどもクリニックかんとう,950-1101,新潟市　西区,山田392番地,025-234-3322,平成16年10月22日,関東　和成,関東　和成,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.886513,139.094345
1073,こどもの医院おおば,953-0041,新潟市　西蒲区,巻甲3260番地1,0256-73-3415,平成11年10月25日,大場　正巳,大場　正巳,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.874226,138.971970
1074,こどもの森クリニック,950-0121,新潟市　江南区,亀田向陽1丁目3番39号,025-382-0707,平成22年10月1日,医療法人社団こどもの森,鳥谷部　森,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.880913,139.080048
1075,こども医院はしもと,950-2004,新潟市　西区,平島1丁目6番5号,025-231-5588,平成5年11月20日,橋本　謹也,橋本　謹也,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.922520,139.043152
1076,こなん内科クリニック,950-1151,新潟市　中央区,湖南29番地1,025-283-1181,平成29年11月1日,医療法人社団　篤心会,前田　恒治,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.874226,138.971970
1077,こばやし内科クリニック,950-0914,新潟市　中央区,紫竹山6丁目2番26号,025-246-5600,令和4年5月1日,医療法人社団　やまと日高見会,小林　義昭,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,老年内科,〇,37.874226,138.971970
1078,こばり坂クリニック,950-2011,新潟市西区,小針上山10番34号,025-378-2311,令和5年10月2日,医療法人社団ｉｂｉｓ,渡邉　聡,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,37.885746,139.048141
1079,こばりファミリークリニック,950-2027,新潟市　西区,小新大通2丁目1番25号,025-234-5577,平成18年9月26日,医療法人社団こばりファミリークリニック,蒲沢　千昌,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,感染症内科,,37.867287,139.177704
1080,こん整形外科クリニック,950-0914,新潟市　中央区,紫竹山2丁目4番30号,025-241-0123,平成22年4月1日,医療法人社団KOSMI,近　良明,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,37.874226,138.971970
1081,さいとう眼科医院,950-3322,新潟市　北区,嘉山2230番地7,025-384-7107,平成14年9月1日,医療法人社団さいとう眼科医院,斎藤　栄智翁,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.874226,138.971970
1082,さかい内科クリニック,950-2023,新潟市　西区,小新5丁目8番3号,025-201-2011,平成26年9月16日,堺　勝之,堺　勝之,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.885746,139.048141
1083,さかうえ眼科医院,950-2041,新潟市　西区,坂井東2丁目1番31号,025-230-5121,平成8年9月1日,医療法人社団さかうえ眼科医院,坂上　富士男,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.760490,138.889282
1084,さかつめ内科,951-8153,新潟市　中央区,文京町27番30号,025-234-7217,平成22年11月1日,坂爪　実,坂爪　実,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.909100,139.008362
1085,さくらざわ眼科クリニック,953-0041,新潟市　西蒲区,巻甲4085番地,0256-72-5000,平成19年4月1日,医療法人社団　さくらざわ眼科クリニック,櫻澤　徹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.788528,139.114609
1086,さくら皮膚科医院,950-0088,新潟市　中央区,万代3丁目1番1号新潟日報ﾒﾃﾞｨｱｼｯﾌﾟ3F,025-245-1000,平成26年4月16日,医療法人　さくら皮膚科医院,西條　忍,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.867638,139.094009
1087,ささえ愛よろずクリニック,956-0854,新潟市　秋葉区,滝谷町4番20号,0250-47-7285,平成24年9月1日,医療法人社団ささえ愛よろず,今村　達弥,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,37.874226,138.971970
1088,ささがわ小児科クリニック,950-0151,新潟市　江南区,亀田四ﾂ興野2丁目5番14号,025-383-5500,平成17年10月1日,医療法人社団ささがわ小児科クリニック,笹川　富士雄,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.913540,139.221603
1089,ささがわ腎泌尿器科クリニック,950-2042,新潟市　西区,坂井1030番地1,025-268-7711,平成20年8月11日,笹川　亨,笹川　亨,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.922520,139.043152
